market,gamma,mean_price,mean_profit,same_price_rate,price_change,profit_change,action_tv,converged
many_agents_two_prices,0.01,2.0003420000000003,243.76823901598155,0.99772,6.600000000034356e-05,0.008870334054705609,0.00010999999999997172,True
many_agents_two_prices,0.3,2.000378,243.77307738001144,0.99748,7.799999999980045e-05,0.010483122064727013,0.00013000000000003726,True
many_agents_two_prices,0.6,2.4489319999999997,326.8202735540831,0.00238,0.00010199999999960241,0.018565586417821578,0.00017000000000000348,True
many_agents_two_prices,0.95,2.4485239999999995,326.7404790939558,0.00262,0.0001409999999988365,0.031170447887802766,0.00023499999999998522,True
many_agents_two_prices,0.99,2.0936450000000004,257.2221244036954,0.51838,6.599999999945538e-05,0.32347107301103506,0.00011000000000002674,True
